구분,고급휘발유,보통휘발유,자동차용경유
2021년08월26일,1879.01,1644.28,1438.88
2021년08월27일,1878.65,1644.07,1438.62
2021년08월28일,1878.70,1643.84,1438.32
2021년08월29일,1878.75,1643.71,1438.04
2021년08월30일,1878.81,1643.66,1438.21
2021년08월31일,1878.58,1643.51,1438.06
2021년09월01일,1878.24,1643.23,1437.74
2021년09월02일,1878.01,1642.98,1437.55
2021년09월03일,1877.52,1642.68,1437.28
2021년09월04일,1877.78,1642.48,1436.95
2021년09월05일,1877.82,1642.49,1436.80
2021년09월06일,1877.11,1642.44,1436.91
2021년09월07일,1876.84,1642.25,1436.72
2021년09월08일,1876.67,1642.09,1436.52
2021년09월09일,1876.80,1642.03,1436.39
2021년09월10일,1876.75,1641.97,1436.39
2021년09월11일,1876.44,1641.76,1436.19
2021년09월12일,1876.60,1641.79,1436.01
2021년09월13일,1876.73,1641.88,1436.28
2021년09월14일,1876.36,1641.78,1436.17
2021년09월15일,1876.35,1641.79,1436.25
2021년09월16일,1876.23,1641.83,1436.29
2021년09월17일,1876.38,1642.07,1436.52
2021년09월18일,1876.40,1642.22,1436.67
2021년09월19일,1876.51,1642.38,1436.71
2021년09월20일,1876.66,1642.59,1436.88
2021년09월21일,1876.83,1642.65,1436.92
2021년09월22일,1876.72,1642.47,1436.66
2021년09월23일,1876.71,1642.80,1437.21
2021년09월24일,1878.18,1643.19,1437.73
2021년09월25일,1878.83,1643.40,1437.83
2021년09월26일,1879.22,1643.55,1437.88
2021년09월27일,1879.63,1643.93,1438.49
2021년09월28일,1880.60,1644.44,1439.03
2021년09월29일,1881.53,1645.12,1439.76
2021년09월30일,1882.12,1645.99,1440.85
2021년10월01일,1885.66,1648.21,1443.14
2021년10월02일,1886.37,1649.52,1444.57
2021년10월03일,1886.54,1650.24,1445.08
2021년10월04일,1887.18,1651.18,1446.28
2021년10월05일,1888.63,1652.92,1448.18
2021년10월06일,1891.84,1656.81,1452.28
2021년10월07일,1895.49,1661.16,1456.80
2021년10월08일,1904.09,1667.13,1462.87
2021년10월09일,1907.68,1673.01,1468.94
2021년10월10일,1909.44,1676.42,1472.26
2021년10월11일,1911.16,1680.13,1476.01
2021년10월12일,1914.22,1685.07,1481.20
2021년10월13일,1921.65,1693.57,1490.26
2021년10월14일,1928.23,1700.95,1498.15
2021년10월15일,1935.00,1709.17,1506.65
2021년10월16일,1939.86,1716.93,1514.39
2021년10월17일,1941.97,1720.83,1518.34
2021년10월18일,1944.88,1725.89,1523.77
2021년10월19일,1950.35,1732.45,1530.43
2021년10월20일,1957.08,1739.15,1537.28
2021년10월21일,1961.29,1743.99,1542.25
2021년10월22일,1965.56,1748.70,1547.04
2021년10월23일,1969.45,1753.22,1551.40
2021년10월24일,1972.08,1755.49,1553.43
2021년10월25일,1974.34,1758.42,1556.69
2021년10월26일,1977.99,1762.66,1560.93
2021년10월27일,1984.51,1766.70,1564.79
2021년10월28일,1990.71,1770.89,1568.88
2021년10월29일,1993.84,1774.44,1572.22
2021년10월30일,1998.49,1778.82,1576.42
2021년10월31일,2000.68,1780.90,1578.31
2021년11월01일,2003.03,1784.53,1582.01
2021년11월02일,2005.13,1788.16,1585.36
2021년11월03일,2008.60,1791.29,1588.34
2021년11월04일,2014.46,1794.95,1591.63
2021년11월05일,2017.61,1797.95,1594.42
2021년11월06일,2018.98,1801.25,1597.58
2021년11월07일,2019.92,1802.96,1598.84
2021년11월08일,2021.26,1805.18,1600.87
2021년11월09일,2022.37,1807.47,1602.98
2021년11월10일,2023.68,1809.12,1604.52
2021년11월11일,2023.92,1810.16,1605.64
2021년11월12일,1943.95,1767.74,1575.03
2021년11월13일,1932.15,1751.17,1562.40
2021년11월14일,1926.97,1742.50,1555.81
2021년11월15일,1920.72,1724.87,1542.16
2021년11월16일,1914.06,1711.92,1531.96
2021년11월17일,1909.54,1704.62,1526.24
2021년11월18일,1905.72,1699.10,1521.82
2021년11월19일,1903.27,1695.39,1518.74
2021년11월20일,1902.19,1692.72,1516.50
2021년11월21일,1901.40,1691.38,1515.15
2021년11월22일,1899.77,1688.88,1513.22
2021년11월23일,1898.46,1687.02,1511.62
2021년11월24일,1897.32,1685.60,1510.35
2021년11월25일,1896.09,1684.46,1509.16
2021년11월26일,1894.56,1683.16,1508.23
2021년11월27일,1893.14,1681.57,1506.77
2021년11월28일,1892.68,1680.79,1505.83
2021년11월29일,1891.82,1679.52,1504.95
2021년11월30일,1892.07,1678.25,1503.76
2021년12월01일,1889.99,1675.88,1501.52
2021년12월02일,1888.38,1673.98,1499.73
2021년12월03일,1887.32,1672.11,1497.83
2021년12월04일,1885.76,1670.22,1495.88
2021년12월05일,1885.64,1669.44,1494.93
2021년12월06일,1884.99,1667.87,1493.43
2021년12월07일,1883.22,1664.87,1489.98
2021년12월08일,1881.65,1662.05,1486.87
2021년12월09일,1878.97,1659.45,1483.64
2021년12월10일,1876.76,1656.65,1480.84
2021년12월11일,1875.24,1654.40,1478.23
2021년12월12일,1874.48,1653.53,1477.06
2021년12월13일,1873.73,1651.59,1475.23
2021년12월14일,1872.38,1649.23,1472.46
2021년12월15일,1870.76,1646.71,1469.52
2021년12월16일,1869.18,1643.44,1466.11
2021년12월17일,1868.00,1641.08,1463.39
2021년12월18일,1866.80,1639.44,1461.35
2021년12월19일,1866.59,1638.75,1460.26
2021년12월20일,1865.79,1636.81,1458.47
2021년12월21일,1864.53,1634.46,1455.64
2021년12월22일,1863.72,1632.31,1453.08
2021년12월23일,1862.86,1630.71,1451.15
2021년12월24일,1862.83,1629.16,1449.37
2021년12월25일,1861.49,1628.10,1447.97
2021년12월26일,1861.38,1627.82,1447.53
2021년12월27일,1862.00,1627.07,1446.92
2021년12월28일,1861.44,1626.06,1445.68
2021년12월29일,1861.28,1625.31,1444.70
2021년12월30일,1860.68,1624.93,1444.00
2021년12월31일,1859.91,1624.47,1443.58
2022년01월01일,1859.16,1623.79,1442.42
2022년01월02일,1859.40,1623.40,1442.09
2022년01월03일,1858.95,1623.03,1441.82
2022년01월04일,1858.55,1622.32,1440.91
2022년01월05일,1858.76,1621.79,1440.23
2022년01월06일,1858.55,1621.22,1439.42
2022년01월07일,1859.42,1620.98,1439.13
2022년01월08일,1859.79,1621.40,1439.46
2022년01월09일,1859.76,1621.30,1439.18
2022년01월10일,1860.01,1621.45,1439.54
2022년01월11일,1861.18,1621.56,1439.59
2022년01월12일,1861.28,1622.04,1439.93
2022년01월13일,1862.15,1623.20,1441.22
2022년01월14일,1863.09,1624.78,1442.77
2022년01월15일,1864.94,1626.33,1444.25
2022년01월16일,1865.37,1627.47,1445.13
2022년01월17일,1865.80,1629.30,1447.28
2022년01월18일,1867.75,1631.44,1449.50
2022년01월19일,1869.27,1634.23,1452.22
2022년01월20일,1872.99,1637.65,1455.85
2022년01월21일,1876.03,1641.46,1459.98
2022년01월22일,1878.81,1644.44,1462.91
2022년01월23일,1879.40,1645.89,1464.12
2022년01월24일,1880.45,1648.45,1466.92
2022년01월25일,1883.09,1650.81,1469.52
2022년01월26일,1885.18,1653.39,1472.22
2022년01월27일,1888.26,1656.26,1475.31
2022년01월28일,1890.44,1659.44,1478.31
2022년01월29일,1891.93,1662.55,1481.21
2022년01월30일,1892.44,1664.47,1483.00
2022년01월31일,1893.77,1666.03,1484.35
2022년02월01일,1897.50,1667.71,1485.89
2022년02월02일,1898.24,1668.81,1487.05
2022년02월03일,1899.31,1671.13,1489.71
2022년02월04일,1903.52,1674.67,1493.54
2022년02월05일,1907.98,1680.26,1499.00
2022년02월06일,1909.83,1682.78,1501.32
2022년02월07일,1911.83,1686.54,1505.56
2022년02월08일,1915.41,1691.81,1511.18
2022년02월09일,1923.64,1697.01,1516.69
2022년02월10일,1927.57,1700.89,1521.10
2022년02월11일,1929.34,1704.32,1524.75
2022년02월12일,1931.41,1708.23,1528.91
2022년02월13일,1932.67,1710.46,1531.22
2022년02월14일,1934.72,1714.12,1535.33
2022년02월15일,1938.18,1718.64,1540.24
2022년02월16일,1942.47,1722.69,1545.08
2022년02월17일,1944.94,1726.09,1549.04
2022년02월18일,1948.02,1729.39,1552.79
2022년02월19일,1950.32,1732.31,1555.98
2022년02월20일,1951.75,1733.84,1557.47
2022년02월21일,1953.51,1736.48,1560.65
2022년02월22일,1955.69,1739.36,1563.99
2022년02월23일,1958.38,1743.05,1568.31
2022년02월24일,1960.22,1746.20,1572.03
2022년02월25일,1963.42,1750.84,1577.05
2022년02월26일,1967.62,1754.75,1581.41
2022년02월27일,1968.72,1756.31,1582.87
2022년02월28일,1970.54,1758.87,1585.96
2022년03월01일,1978.01,1763.32,1590.62
2022년03월02일,1980.57,1767.09,1594.81
2022년03월03일,1987.10,1774.18,1602.22
2022년03월04일,2001.17,1786.04,1615.37
2022년03월05일,2013.77,1803.20,1634.99
2022년03월06일,2021.93,1812.90,1646.01
2022년03월07일,2033.12,1828.34,1665.13
2022년03월08일,2070.15,1860.61,1706.45
2022년03월09일,2101.67,1892.40,1750.15
2022년03월10일,2121.70,1913.73,1781.84
2022년03월11일,2152.86,1938.97,1818.45
2022년03월12일,2178.73,1965.03,1857.08
2022년03월13일,2186.06,1975.36,1872.63
2022년03월14일,2199.38,1988.04,1892.42
2022년03월15일,2215.11,2000.95,1912.14
2022년03월16일,2220.36,2004.23,1917.89
2022년03월17일,2220.83,2003.42,1917.35
2022년03월18일,2219.27,2002.56,1917.35
2022년03월19일,2217.84,2002.13,1917.14
2022년03월20일,2217.71,2002.18,1917.39
2022년03월21일,2218.15,2002.12,1917.82
2022년03월22일,2217.07,2001.84,1917.89
2022년03월23일,2217.07,2001.72,1918.25
2022년03월24일,2216.29,2001.81,1918.92
2022년03월25일,2214.41,2001.92,1919.65
2022년03월26일,2212.90,2000.65,1919.15
2022년03월27일,2213.04,2000.85,1919.61
2022년03월28일,2212.79,2001.15,1920.44
2022년03월29일,2214.23,2000.45,1920.32
2022년03월30일,2213.16,1999.44,1919.72
2022년03월31일,2212.71,1998.39,1918.84
2022년04월01일,2211.45,1996.11,1916.89
2022년04월02일,2204.68,1994.54,1915.18
2022년04월03일,2202.84,1993.97,1914.62
2022년04월04일,2202.56,1992.30,1913.19
2022년04월05일,2198.40,1990.23,1911.37
2022년04월06일,2198.49,1988.81,1910.43
2022년04월07일,2196.66,1987.04,1909.18
2022년04월08일,2195.60,1984.87,1907.86
2022년04월09일,2194.44,1982.90,1906.17
2022년04월10일,2193.56,1982.06,1905.50
2022년04월11일,2193.61,1980.41,1904.54
2022년04월12일,2193.28,1976.94,1902.53
2022년04월13일,2192.16,1974.21,1900.84
2022년04월14일,2191.00,1972.26,1899.67
2022년04월15일,2189.53,1970.42,1899.20
2022년04월16일,2188.40,1969.26,1898.83
2022년04월17일,2188.20,1968.85,1898.62
2022년04월18일,2188.68,1968.37,1899.04
2022년04월19일,2188.22,1967.79,1899.54
2022년04월20일,2188.36,1967.30,1900.24
2022년04월21일,2187.84,1966.82,1900.70
2022년04월22일,2188.06,1966.64,1901.65
2022년04월23일,2188.18,1966.50,1902.33
2022년04월24일,2188.11,1966.66,1902.69
2022년04월25일,2189.75,1967.62,1906.16
2022년04월26일,2190.88,1968.20,1908.09
2022년04월27일,2192.19,1968.74,1909.86
2022년04월28일,2192.74,1969.90,1911.81
2022년04월29일,2194.31,1971.64,1915.25
2022년04월30일,2196.60,1974.77,1920.52
2022년05월01일,2158.03,1954.80,1908.76
2022년05월02일,2151.88,1944.63,1904.81
2022년05월03일,2145.89,1937.99,1903.93
2022년05월04일,2144.83,1934.47,1906.66
2022년05월05일,2144.06,1932.20,1910.34
2022년05월06일,2144.13,1931.69,1914.20
2022년05월07일,2146.05,1933.32,1920.01
2022년05월08일,2150.45,1935.93,1924.70
2022년05월09일,2153.33,1938.49,1931.32
2022년05월10일,2164.20,1943.79,1941.46
2022년05월11일,2165.94,1946.11,1947.59
2022년05월12일,2169.90,1948.69,1953.29
2022년05월13일,2173.97,1951.70,1959.24
2022년05월14일,2176.16,1954.70,1964.02
2022년05월15일,2176.35,1956.42,1966.48
2022년05월16일,2177.84,1958.73,1970.51
2022년05월17일,2183.42,1963.26,1976.49
2022년05월18일,2185.95,1967.33,1981.61
2022년05월19일,2191.74,1972.11,1986.76
2022년05월20일,2196.10,1977.39,1990.99
2022년05월21일,2199.98,1982.53,1994.32
2022년05월22일,2201.58,1985.07,1995.79
2022년05월23일,2204.90,1988.77,1998.38
2022년05월24일,2212.70,1994.77,2000.93
2022년05월25일,2216.69,1998.59,2002.68
2022년05월26일,2219.43,2001.53,2003.85
2022년05월27일,2222.99,2004.55,2005.14
2022년05월28일,2225.81,2007.62,2005.62
2022년05월29일,2226.23,2008.76,2006.09
2022년05월30일,2227.99,2010.45,2007.13
2022년05월31일,2231.61,2012.69,2008.23
2022년06월01일,2233.25,2015.37,2009.47
2022년06월02일,2236.09,2017.79,2011.18
2022년06월03일,2238.96,2020.84,2013.43
2022년06월04일,2244.33,2026.21,2018.44
2022년06월05일,2246.36,2029.29,2021.12
2022년06월06일,2248.54,2032.04,2023.85
2022년06월07일,2252.58,2035.74,2027.96
2022년06월08일,2259.26,2042.04,2036.52
2022년06월09일,2265.28,2048.47,2044.40
2022년06월10일,2273.99,2056.79,2054.37
2022년06월11일,2280.61,2064.59,2063.53
2022년06월12일,2283.01,2068.60,2067.99
2022년06월13일,2288.61,2074.30,2074.89
2022년06월14일,2294.76,2081.98,2083.67
2022년06월15일,2299.64,2087.61,2090.62
2022년06월16일,2303.65,2092.20,2096.10
2022년06월17일,2310.90,2098.45,2104.20
2022년06월18일,2315.41,2104.63,2112.50
2022년06월19일,2317.48,2107.53,2115.96
2022년06월20일,2320.15,2111.28,2120.85
2022년06월21일,2326.73,2116.35,2127.58
2022년06월22일,2332.33,2120.14,2133.25
2022년06월23일,2336.45,2123.61,2138.20
2022년06월24일,2342.40,2126.71,2143.13
2022년06월25일,2344.74,2129.47,2147.06
2022년06월26일,2346.39,2131.16,2149.16
2022년06월27일,2349.10,2133.80,2153.00
2022년06월28일,2351.48,2137.30,2158.24
2022년06월29일,2353.11,2141.09,2163.15
2022년06월30일,2355.51,2144.90,2167.66
2022년07월01일,2327.44,2128.84,2157.70
2022년07월02일,2324.83,2124.75,2155.39
2022년07월03일,2324.01,2123.33,2154.46
2022년07월04일,2322.96,2120.58,2153.08
2022년07월05일,2321.68,2117.18,2150.78
2022년07월06일,2319.88,2113.85,2148.59
2022년07월07일,2316.62,2108.96,2145.24
2022년07월08일,2310.48,2102.49,2140.28
2022년07월09일,2306.90,2097.77,2136.65
2022년07월10일,2305.53,2095.64,2134.84
2022년07월11일,2304.93,2090.82,2131.28
2022년07월12일,2299.60,2082.10,2124.27
2022년07월13일,2293.48,2073.11,2117.16
2022년07월14일,2285.41,2061.81,2108.96
2022년07월15일,2276.41,2049.04,2099.72
2022년07월16일,2270.01,2038.83,2092.28
2022년07월17일,2268.33,2034.36,2088.75
2022년07월18일,2265.35,2026.25,2082.11
2022년07월19일,2253.39,2013.01,2072.42
2022년07월20일,2242.92,2002.16,2063.99
2022년07월21일,2234.76,1989.93,2055.28
2022년07월22일,2226.83,1977.25,2046.01
2022년07월23일,2215.25,1964.60,2036.83
2022년07월24일,2211.98,1959.42,2032.61
2022년07월25일,2206.64,1948.86,2024.70
2022년07월26일,2196.63,1936.63,2015.01
2022년07월27일,2188.30,1926.81,2006.74
2022년07월28일,2179.14,1916.88,1998.46
2022년07월29일,2170.66,1907.31,1991.04
2022년07월30일,2165.04,1900.44,1985.32
2022년07월31일,2163.57,1897.27,1982.61
2022년08월01일,2160.24,1889.82,1976.46
2022년08월02일,2155.63,1881.75,1969.64
2022년08월03일,2146.24,1874.05,1963.18
2022년08월04일,2138.96,1866.41,1956.93
2022년08월05일,2131.94,1859.17,1950.56
2022년08월06일,2124.43,1852.00,1944.14
2022년08월07일,2122.37,1848.83,1941.43
2022년08월08일,2119.73,1842.61,1935.96
2022년08월09일,2110.12,1834.04,1928.20
2022년08월10일,2102.05,1825.12,1920.46
2022년08월11일,2094.30,1815.48,1911.58
2022년08월12일,2087.40,1805.86,1902.96
2022년08월13일,2079.78,1797.86,1895.71
2022년08월14일,2077.38,1794.06,1892.04
2022년08월15일,2075.25,1789.04,1887.53
2022년08월16일,2071.59,1781.36,1880.12
2022년08월17일,2063.63,1771.95,1870.89
2022년08월18일,2057.27,1764.38,1863.53
2022년08월19일,2050.95,1757.86,1857.23
2022년08월20일,2046.78,1753.37,1852.84
2022년08월21일,2045.18,1751.21,1850.59
2022년08월22일,2041.99,1746.84,1846.57
2022년08월23일,2038.19,1742.37,1842.27
2022년08월24일,2035.49,1739.85,1839.79
2022년08월25일,2034.59,1738.54,1838.60
2022년08월26일,2033.17,1737.77,1838.58
2022년08월27일,2031.17,1738.00,1838.82
2022년08월28일,2031.36,1738.06,1839.07
2022년08월29일,2032.54,1738.53,1840.79
2022년08월30일,2032.52,1740.46,1845.33
2022년08월31일,2032.98,1741.71,1847.37
2022년09월01일,2033.17,1742.51,1850.30
2022년09월02일,2032.51,1742.01,1850.70
2022년09월03일,2030.60,1741.46,1850.67
2022년09월04일,2031.59,1741.41,1850.76
2022년09월05일,2032.85,1741.49,1851.27
2022년09월06일,2032.40,1741.42,1851.76
2022년09월07일,2031.53,1740.99,1852.57
2022년09월08일,2030.33,1740.61,1853.89
2022년09월09일,2028.11,1740.42,1854.92
2022년09월10일,2026.69,1740.44,1855.39
2022년09월11일,2026.31,1740.46,1855.82
2022년09월12일,2027.06,1740.15,1856.09
2022년09월13일,2026.87,1740.54,1857.38
2022년09월14일,2025.91,1740.38,1858.63
2022년09월15일,2025.44,1740.34,1860.41
2022년09월16일,2024.43,1739.33,1860.74
2022년09월17일,2021.46,1737.72,1859.89
2022년09월18일,2021.20,1736.95,1859.21
2022년09월19일,2021.26,1735.73,1858.61
2022년09월20일,2018.87,1731.92,1855.12
2022년09월21일,2014.17,1728.37,1852.35
2022년09월22일,2009.60,1724.95,1849.76
2022년09월23일,2006.07,1721.16,1847.31
2022년09월24일,2000.62,1717.19,1844.45
2022년09월25일,1999.46,1715.25,1843.21
2022년09월26일,1997.82,1711.53,1841.00
2022년09월27일,1992.78,1705.43,1836.98
2022년09월28일,1985.71,1698.78,1832.33
2022년09월29일,1980.76,1693.28,1828.79
2022년09월30일,1975.55,1688.30,1826.08
2022년10월01일,1970.44,1682.04,1822.01
2022년10월02일,1969.24,1679.84,1820.55
2022년10월03일,1969.57,1677.55,1820.83
2022년10월04일,1967.50,1674.38,1817.56
2022년10월05일,1963.90,1670.62,1815.63
2022년10월06일,1960.07,1667.41,1814.62
2022년10월07일,1957.46,1665.76,1814.91
2022년10월08일,1955.75,1665.86,1818.57
2022년10월09일,1955.99,1666.13,1819.99
2022년10월10일,1956.76,1666.45,1821.74
2022년10월11일,1957.15,1666.75,1824.45
2022년10월12일,1956.83,1666.94,1828.00
2022년10월13일,1955.80,1666.38,1829.54
2022년10월14일,1955.22,1666.05,1831.43
2022년10월15일,1954.53,1665.73,1833.69
2022년10월16일,1954.68,1665.72,1834.59
2022년10월17일,1955.53,1665.72,1836.93
2022년10월18일,1955.72,1665.76,1840.19
2022년10월19일,1954.13,1665.55,1842.90
2022년10월20일,1952.86,1665.21,1845.50
2022년10월21일,1951.99,1664.67,1848.77
2022년10월22일,1950.24,1664.21,1851.64
2022년10월23일,1949.83,1664.02,1852.77
2022년10월24일,1950.71,1664.11,1855.46
2022년10월25일,1950.07,1663.71,1857.96
2022년10월26일,1948.82,1663.17,1860.07
2022년10월27일,1948.56,1662.31,1862.40
2022년10월28일,1947.93,1661.71,1864.82
2022년10월29일,1946.17,1661.04,1866.42
2022년10월30일,1945.75,1660.71,1867.15
2022년10월31일,1947.01,1660.70,1869.29
2022년11월01일,1945.99,1659.88,1872.05
2022년11월02일,1944.18,1659.38,1874.01
2022년11월03일,1943.64,1658.83,1875.90
2022년11월04일,1943.05,1658.32,1877.64
2022년11월05일,1941.61,1658.37,1879.39
2022년11월06일,1941.61,1658.55,1880.35
2022년11월07일,1942.36,1659.06,1882.50
2022년11월08일,1943.60,1659.71,1884.76
2022년11월09일,1944.07,1660.32,1886.64
2022년11월10일,1943.09,1660.34,1888.00
2022년11월11일,1942.76,1660.10,1888.77
2022년11월12일,1941.56,1659.78,1888.93
2022년11월13일,1941.60,1659.71,1888.94
2022년11월14일,1942.46,1659.64,1889.59
2022년11월15일,1942.22,1659.03,1889.11
2022년11월16일,1941.42,1658.13,1888.55
2022년11월17일,1941.50,1656.78,1887.80
2022년11월18일,1938.66,1654.03,1885.62
2022년11월19일,1935.13,1651.56,1883.82
2022년11월20일,1934.84,1650.45,1882.96
2022년11월21일,1934.21,1648.35,1881.58
2022년11월22일,1932.01,1644.75,1878.67
2022년11월23일,1929.17,1641.01,1875.66
2022년11월24일,1925.76,1637.77,1872.86
2022년11월25일,1923.41,1634.66,1870.27
2022년11월26일,1920.41,1632.12,1867.75
2022년11월27일,1919.54,1630.83,1866.63
2022년11월28일,1920.12,1628.36,1864.46
2022년11월29일,1918.55,1625.83,1861.70
2022년11월30일,1918.09,1623.90,1859.63
2022년12월01일,1918.46,1622.12,1857.47
2022년12월02일,1916.65,1620.84,1855.96
2022년12월03일,1915.90,1619.61,1854.52
2022년12월04일,1915.58,1618.48,1853.31
2022년12월05일,1914.24,1615.99,1850.98
2022년12월06일,1911.24,1612.26,1847.19
2022년12월07일,1908.44,1607.58,1842.17
2022년12월08일,1904.31,1601.20,1835.07
2022년12월09일,1896.99,1593.80,1827.11
2022년12월10일,1891.17,1586.79,1818.45
2022년12월11일,1889.31,1583.59,1814.71
2022년12월12일,1883.22,1576.99,1807.38
2022년12월13일,1872.56,1567.85,1796.67
2022년12월14일,1864.98,1561.08,1787.99
2022년12월15일,1858.79,1554.87,1779.25
2022년12월16일,1854.41,1549.40,1771.37
2022년12월17일,1848.14,1545.18,1764.37
2022년12월18일,1846.57,1543.39,1761.56
2022년12월19일,1845.68,1540.27,1756.43
2022년12월20일,1841.24,1536.77,1751.89
2022년12월21일,1837.49,1534.17,1745.51
2022년12월22일,1834.38,1531.87,1741.37
2022년12월23일,1832.20,1530.29,1738.09
2022년12월24일,1830.78,1529.34,1735.31
2022년12월25일,1830.19,1528.58,1733.82
2022년12월26일,1829.38,1527.32,1731.44
2022년12월27일,1828.79,1526.31,1728.14
2022년12월28일,1827.85,1526.05,1725.84
2022년12월29일,1827.17,1526.34,1724.28
2022년12월30일,1826.98,1527.57,1722.77
2022년12월31일,1827.74,1530.70,1721.76
2023년01월01일,1834.63,1541.67,1720.97
2023년01월02일,1847.27,1550.17,1720.21
2023년01월03일,1850.73,1555.82,1719.06
2023년01월04일,1852.78,1558.81,1717.13
2023년01월05일,1861.23,1561.29,1713.57
2023년01월06일,1861.42,1561.45,1710.43
2023년01월07일,1860.85,1561.87,1704.48
2023년01월08일,1865.79,1562.86,1702.48
2023년01월09일,1866.31,1563.17,1698.52
2023년01월10일,1864.07,1562.41,1692.23
2023년01월11일,1861.55,1561.36,1685.25
2023년01월12일,1857.36,1560.23,1679.22
2023년01월13일,1854.23,1559.72,1674.32
2023년01월14일,1851.23,1559.31,1670.38
2023년01월15일,1850.77,1559.37,1668.62
2023년01월16일,1851.40,1559.83,1666.13
2023년01월17일,1850.62,1560.00,1662.31
2023년01월18일,1849.25,1560.40,1659.03
2023년01월19일,1848.82,1561.19,1656.83
2023년01월20일,1848.19,1562.93,1654.96
2023년01월21일,1846.78,1564.54,1653.45
2023년01월22일,1847.24,1565.65,1653.11
2023년01월23일,1847.80,1566.33,1652.69
2023년01월24일,1847.55,1567.01,1652.10
2023년01월25일,1849.77,1568.09,1651.76
2023년01월26일,1849.80,1569.67,1651.15
2023년01월27일,1850.99,1571.20,1650.52
2023년01월28일,1850.46,1572.25,1649.66
2023년01월29일,1850.32,1572.77,1649.10
2023년01월30일,1851.65,1574.35,1649.16
2023년01월31일,1853.08,1575.41,1648.44
2023년02월01일,1854.30,1577.03,1646.96
2023년02월02일,1855.83,1578.42,1645.14
2023년02월03일,1856.46,1579.34,1643.39
2023년02월04일,1856.02,1579.56,1641.23
2023년02월05일,1856.20,1579.58,1639.92
2023년02월06일,1857.37,1579.69,1638.06
2023년02월07일,1856.03,1578.96,1633.74
2023년02월08일,1854.22,1577.74,1628.41
2023년02월09일,1853.36,1577.06,1623.81
2023년02월10일,1853.17,1576.84,1620.20
2023년02월11일,1851.52,1576.60,1617.10
2023년02월12일,1851.44,1576.72,1615.58
2023년02월13일,1852.59,1577.00,1613.09
2023년02월14일,1853.77,1577.33,1608.89
2023년02월15일,1853.60,1577.60,1605.31
2023년02월16일,1853.04,1577.98,1601.79
2023년02월17일,1851.89,1578.47,1598.09
2023년02월18일,1850.72,1578.51,1594.00
2023년02월19일,1850.83,1578.56,1592.13
2023년02월20일,1851.71,1579.06,1589.12
2023년02월21일,1851.38,1579.09,1584.87
2023년02월22일,1851.08,1579.20,1581.07
2023년02월23일,1851.28,1579.33,1577.10
2023년02월24일,1850.69,1579.35,1573.11
2023년02월25일,1849.53,1579.33,1569.92
2023년02월26일,1849.05,1579.53,1568.22
2023년02월27일,1850.49,1579.96,1566.21
2023년02월28일,1850.07,1580.09,1563.29
2023년03월01일,1849.56,1580.36,1558.86
2023년03월02일,1850.18,1580.84,1556.43
2023년03월03일,1850.16,1582.39,1552.27
2023년03월04일,1850.06,1582.59,1552.13
2023년03월05일,1850.76,1583.16,1551.21
2023년03월06일,1851.78,1584.47,1550.65
2023년03월07일,1851.79,1586.94,1549.96
2023년03월08일,1853.53,1589.09,1549.57
2023년03월09일,1854.25,1591.20,1548.95
2023년03월10일,1854.22,1592.73,1548.40
2023년03월11일,1854.33,1593.93,1547.61
2023년03월12일,1854.83,1594.55,1547.14
2023년03월13일,1856.14,1595.77,1547.39
2023년03월14일,1857.62,1597.32,1546.70
2023년03월15일,1858.23,1598.08,1545.59
2023년03월16일,1857.85,1598.27,1544.07
2023년03월17일,1857.72,1598.36,1542.55
2023년03월18일,1856.96,1597.43,1539.92
2023년03월19일,1856.97,1597.40,1538.75
2023년03월20일,1858.09,1597.36,1537.61
2023년03월21일,1858.12,1596.54,1534.79
2023년03월22일,1857.37,1595.59,1531.64
2023년03월23일,1856.74,1594.91,1528.85
2023년03월24일,1857.37,1594.43,1527.06
2023년03월25일,1856.01,1593.95,1525.16
2023년03월26일,1856.13,1593.76,1524.14
2023년03월27일,1857.16,1593.79,1523.17
2023년03월28일,1857.00,1593.51,1521.51
2023년03월29일,1856.87,1593.48,1520.39
2023년03월30일,1856.99,1593.51,1519.61
2023년03월31일,1858.05,1594.02,1519.08
2023년04월01일,1857.20,1594.59,1518.39
2023년04월02일,1857.23,1594.97,1517.94
2023년04월03일,1859.28,1596.33,1518.65
2023년04월04일,1861.43,1599.92,1520.42
2023년04월05일,1865.80,1604.38,1522.59
2023년04월06일,1870.28,1608.84,1524.51
2023년04월07일,1874.59,1613.75,1526.74
2023년04월08일,1876.54,1618.20,1528.41
2023년04월09일,1877.36,1620.69,1529.23
2023년04월10일,1882.00,1625.25,1531.87
2023년04월11일,1886.58,1631.53,1534.54
2023년04월12일,1890.00,1636.56,1536.79
2023년04월13일,1891.96,1641.57,1538.99
2023년04월14일,1895.79,1646.78,1541.45
2023년04월15일,1897.53,1650.95,1542.82
2023년04월16일,1898.42,1652.99,1543.61
2023년04월17일,1901.99,1656.90,1545.81
2023년04월18일,1906.72,1661.02,1547.22
2023년04월19일,1909.23,1663.28,1547.54
2023년04월20일,1910.67,1664.69,1547.22
2023년04월21일,1911.64,1665.11,1546.47
2023년04월22일,1910.89,1665.21,1545.18
2023년04월23일,1911.13,1665.32,1544.66
2023년04월24일,1912.22,1665.63,1544.10
