구분,고급휘발유,보통휘발유,자동차용경유
2023년04월25일,1912.25,1665.40,1542.47
2023년04월26일,1911.70,1664.85,1540.75
2023년04월27일,1911.51,1664.38,1538.79
2023년04월28일,1911.04,1663.56,1536.21
2023년04월29일,1909.43,1662.90,1534.15
2023년04월30일,1909.40,1662.79,1533.53
2023년05월01일,1909.57,1662.48,1532.25
2023년05월02일,1909.70,1662.00,1530.74
2023년05월03일,1908.13,1660.30,1527.07
2023년05월04일,1907.20,1658.41,1523.50
2023년05월05일,1904.10,1655.88,1518.52
2023년05월06일,1904.21,1654.75,1516.28
2023년05월07일,1903.80,1654.10,1514.91
2023년05월08일,1903.94,1652.65,1511.95
2023년05월09일,1900.48,1649.47,1506.13
2023년05월10일,1899.07,1646.12,1500.50
2023년05월11일,1897.57,1642.41,1494.38
2023년05월12일,1895.17,1638.59,1488.00
2023년05월13일,1893.15,1635.28,1482.61
2023년05월14일,1892.56,1634.13,1480.29
2023년05월15일,1892.06,1631.17,1475.17
2023년05월16일,1888.36,1627.13,1468.11
2023년05월17일,1886.64,1623.64,1462.36
2023년05월18일,1884.96,1620.70,1457.55
2023년05월19일,1882.09,1617.20,1452.05
2023년05월20일,1879.02,1614.67,1448.03
2023년05월21일,1878.45,1613.79,1446.11
2023년05월22일,1878.89,1611.88,1443.05
2023년05월23일,1877.29,1609.41,1438.80
2023년05월24일,1876.28,1607.22,1435.21
2023년05월25일,1875.06,1605.29,1431.79
2023년05월26일,1873.98,1603.52,1429.02
2023년05월27일,1871.05,1601.70,1425.82
2023년05월28일,1870.69,1601.16,1424.71
2023년05월29일,1871.36,1600.67,1423.87
2023년05월30일,1870.89,1599.59,1422.28
2023년05월31일,1870.44,1598.10,1420.03
2023년06월01일,1868.23,1595.29,1415.52
2023년06월02일,1866.43,1593.28,1412.71
2023년06월03일,1863.11,1591.23,1409.89
2023년06월04일,1862.51,1590.68,1408.66
2023년06월05일,1863.98,1590.06,1407.99
2023년06월06일,1863.69,1589.04,1406.22
2023년06월07일,1863.64,1588.04,1404.82
2023년06월08일,1862.36,1586.75,1402.80
2023년06월09일,1861.50,1585.82,1401.31
2023년06월10일,1859.83,1584.79,1399.69
2023년06월11일,1859.65,1584.46,1398.96
2023년06월12일,1860.52,1583.99,1398.40
2023년06월13일,1859.77,1582.58,1396.52
2023년06월14일,1858.71,1581.01,1394.46
2023년06월15일,1857.58,1579.85,1392.98
2023년06월16일,1856.03,1578.45,1391.28
2023년06월17일,1854.54,1577.61,1389.86
2023년06월18일,1854.29,1577.33,1389.19
2023년06월19일,1854.82,1576.80,1388.98
2023년06월20일,1854.03,1575.72,1387.72
2023년06월21일,1853.32,1574.90,1386.45
2023년06월22일,1852.82,1574.15,1385.70
2023년06월23일,1852.44,1573.52,1385.12
2023년06월24일,1850.87,1572.97,1384.07
2023년06월25일,1850.44,1572.75,1383.65
2023년06월26일,1851.83,1572.73,1383.50
2023년06월27일,1851.24,1572.08,1382.90
2023년06월28일,1851.12,1571.56,1382.11
2023년06월29일,1850.96,1571.13,1381.56
2023년06월30일,1850.34,1570.70,1381.17
2023년07월01일,1848.55,1569.79,1379.99
2023년07월02일,1848.49,1569.52,1379.44
2023년07월03일,1848.96,1569.43,1379.61
2023년07월04일,1848.94,1569.16,1379.09
2023년07월05일,1848.45,1569.00,1378.91
2023년07월06일,1848.21,1568.88,1378.61
2023년07월07일,1848.15,1569.23,1379.07
2023년07월08일,1847.42,1569.71,1379.47
2023년07월09일,1847.51,1570.00,1379.53
2023년07월10일,1848.73,1571.07,1380.74
2023년07월11일,1849.17,1572.03,1381.71
2023년07월12일,1849.98,1573.08,1383.34
2023년07월13일,1850.48,1574.55,1384.80
2023년07월14일,1851.43,1576.89,1387.20
2023년07월15일,1851.13,1578.77,1389.39
2023년07월16일,1851.60,1579.82,1390.35
2023년07월17일,1853.20,1581.74,1392.71
2023년07월18일,1855.38,1583.72,1394.77
2023년07월19일,1857.15,1585.45,1396.95
2023년07월20일,1857.63,1587.55,1399.58
2023년07월21일,1858.51,1589.76,1402.10
2023년07월22일,1859.11,1591.77,1403.99
2023년07월23일,1859.79,1592.85,1404.85
2023년07월24일,1862.55,1595.36,1407.77
2023년07월25일,1865.83,1598.62,1411.16
2023년07월26일,1868.13,1602.74,1415.32
2023년07월27일,1869.90,1607.11,1419.93
2023년07월28일,1874.45,1612.76,1425.59
2023년07월29일,1880.02,1619.33,1431.45
2023년07월30일,1881.78,1622.78,1434.38
2023년07월31일,1884.53,1627.38,1439.18
2023년08월01일,1894.91,1638.23,1450.36
2023년08월02일,1901.36,1647.72,1460.58
2023년08월03일,1910.23,1658.01,1472.50
2023년08월04일,1916.38,1667.53,1484.58
2023년08월05일,1921.81,1676.64,1496.74
2023년08월06일,1924.63,1681.14,1502.55
2023년08월07일,1928.81,1687.86,1512.45
2023년08월08일,1933.80,1696.23,1527.48
2023년08월09일,1938.53,1702.56,1539.41
2023년08월10일,1941.98,1707.13,1548.16
2023년08월11일,1948.06,1712.63,1559.17
2023년08월12일,1952.02,1717.67,1568.97
2023년08월13일,1954.01,1720.21,1573.66
2023년08월14일,1958.53,1724.31,1581.61
2023년08월15일,1961.76,1728.56,1589.29
2023년08월16일,1964.01,1731.34,1595.50
2023년08월17일,1968.27,1734.19,1601.41
2023년08월18일,1969.97,1736.09,1606.03
2023년08월19일,1970.05,1737.56,1609.58
2023년08월20일,1970.61,1738.29,1611.37
2023년08월21일,1972.85,1739.72,1614.83
2023년08월22일,1974.17,1741.16,1618.29
2023년08월23일,1975.94,1742.16,1621.28
2023년08월24일,1976.08,1742.59,1622.94
2023년08월25일,1977.38,1742.95,1624.63
2023년08월26일,1977.47,1743.29,1625.98
2023년08월27일,1977.62,1743.57,1626.59
2023년08월28일,1979.15,1744.19,1628.23
2023년08월29일,1980.14,1745.23,1630.41
2023년08월30일,1980.62,1745.65,1631.95
2023년08월31일,1981.43,1746.07,1632.95
2023년09월01일,1983.51,1747.13,1635.25
2023년09월02일,1982.11,1747.70,1636.43
2023년09월03일,1982.61,1748.15,1637.07
2023년09월04일,1984.10,1748.95,1638.62
2023년09월05일,1985.22,1749.90,1640.25
2023년09월06일,1986.25,1750.77,1642.31
2023년09월07일,1987.17,1752.15,1644.66
2023년09월08일,1988.03,1753.64,1646.94
2023년09월09일,1987.87,1755.10,1648.81
2023년09월10일,1988.33,1756.02,1649.90
2023년09월11일,1989.93,1757.58,1652.38
2023년09월12일,1992.69,1759.40,1655.12
2023년09월13일,1994.20,1761.41,1658.12
2023년09월14일,1995.85,1763.46,1660.96
2023년09월15일,1997.74,1766.40,1664.78
2023년09월16일,1999.12,1769.09,1668.01
2023년09월17일,1998.95,1770.28,1669.35
2023년09월18일,2001.77,1772.99,1672.87
2023년09월19일,2006.11,1776.84,1677.59
2023년09월20일,2008.05,1779.75,1680.89
2023년09월21일,2009.56,1781.68,1683.28
2023년09월22일,2012.13,1783.61,1685.66
2023년09월23일,2012.62,1785.21,1687.48
2023년09월24일,2013.32,1786.26,1688.56
2023년09월25일,2015.21,1788.05,1690.88
2023년09월26일,2016.40,1789.63,1692.69
2023년09월27일,2018.36,1791.29,1694.80
2023년09월28일,2018.89,1793.26,1696.81
2023년09월29일,2019.34,1794.41,1697.71
2023년09월30일,2018.69,1794.66,1698.02
2023년10월01일,2019.24,1795.22,1698.67
2023년10월02일,2019.97,1796.17,1699.64
2023년10월03일,2019.17,1796.25,1699.92
2023년10월04일,2020.34,1796.38,1701.16
2023년10월05일,2019.95,1795.91,1701.32
2023년10월06일,2018.64,1793.82,1700.21
2023년10월07일,2017.15,1791.71,1698.57
2023년10월08일,2017.10,1790.73,1697.65
2023년10월09일,2017.36,1790.08,1697.40
2023년10월10일,2017.34,1789.18,1696.84
2023년10월11일,2015.47,1786.89,1695.51
2023년10월12일,2014.28,1784.72,1694.19
2023년10월13일,2012.81,1781.79,1692.61
2023년10월14일,2010.72,1779.47,1691.18
2023년10월15일,2010.41,1778.68,1690.63
2023년10월16일,2010.83,1777.56,1690.58
2023년10월17일,2008.78,1775.06,1689.39
2023년10월18일,2008.04,1772.84,1688.47
2023년10월19일,2007.13,1771.04,1687.55
2023년10월20일,2006.07,1769.39,1686.94
2023년10월21일,2004.41,1767.74,1686.19
2023년10월22일,2004.29,1767.17,1685.83
2023년10월23일,2004.51,1766.30,1685.87
2023년10월24일,2003.42,1764.26,1684.84
2023년10월25일,2001.93,1761.55,1683.72
2023년10월26일,1999.93,1758.33,1682.13
2023년10월27일,1997.03,1754.98,1680.56
2023년10월28일,1994.53,1752.31,1679.05
2023년10월29일,1994.26,1751.43,1678.57
2023년10월30일,1994.60,1749.83,1678.22
2023년10월31일,1992.51,1747.06,1676.81
2023년11월01일,1990.57,1742.31,1674.06
2023년11월02일,1987.93,1738.21,1671.90
2023년11월03일,1984.63,1733.97,1669.63
2023년11월04일,1981.67,1730.38,1667.34
2023년11월05일,1980.80,1728.69,1666.35
2023년11월06일,1980.49,1725.83,1665.02
2023년11월07일,1977.02,1721.01,1662.30
2023년11월08일,1973.14,1715.73,1659.13
2023년11월09일,1969.14,1709.48,1654.42
2023년11월10일,1963.87,1703.13,1649.54
2023년11월11일,1960.96,1697.77,1644.71
2023년11월12일,1959.89,1695.93,1642.90
2023년11월13일,1958.93,1691.87,1639.77
2023년11월14일,1954.23,1685.73,1634.11
2023년11월15일,1950.74,1680.63,1629.52
2023년11월16일,1946.37,1676.26,1625.31
2023년11월17일,1943.10,1672.30,1620.97
2023년11월18일,1940.07,1668.84,1617.47
2023년11월19일,1939.18,1667.51,1615.80
2023년11월20일,1938.82,1664.78,1613.14
2023년11월21일,1934.95,1659.12,1606.50
2023년11월22일,1932.75,1656.54,1604.08
2023년11월23일,1929.23,1652.96,1599.59
2023년11월24일,1926.52,1649.56,1595.82
2023년11월25일,1923.00,1647.05,1592.69
2023년11월26일,1922.67,1645.97,1590.93
2023년11월27일,1922.48,1643.95,1588.73
2023년11월28일,1919.75,1641.03,1584.98
2023년11월29일,1916.51,1638.49,1581.53
2023년11월30일,1914.72,1636.75,1578.74
2023년12월01일,1912.35,1634.18,1575.30
2023년12월02일,1909.92,1632.42,1572.74
2023년12월03일,1909.46,1631.71,1571.37
2023년12월04일,1908.65,1629.96,1568.98
2023년12월05일,1904.61,1626.70,1564.05
2023년12월06일,1901.83,1623.79,1559.64
2023년12월07일,1898.97,1620.78,1554.89
2023년12월08일,1895.31,1617.44,1550.00
2023년12월09일,1892.38,1614.50,1545.93
2023년12월10일,1891.79,1613.41,1544.09
2023년12월11일,1891.09,1611.22,1540.52
2023년12월12일,1886.68,1606.83,1534.59
2023년12월13일,1882.50,1602.56,1529.15
2023년12월14일,1880.17,1599.08,1524.42
2023년12월15일,1877.09,1595.98,1520.04
2023년12월16일,1874.27,1593.35,1516.46
2023년12월17일,1873.89,1592.50,1515.14
2023년12월18일,1873.62,1590.61,1512.61
2023년12월19일,1871.34,1587.97,1508.88
2023년12월20일,1869.57,1586.30,1506.42
2023년12월21일,1869.01,1585.23,1504.71
2023년12월22일,1867.96,1584.81,1503.91
2023년12월23일,1866.11,1584.02,1502.55
2023년12월24일,1865.77,1583.69,1501.79
2023년12월25일,1866.63,1583.53,1501.33
2023년12월26일,1866.41,1582.63,1500.25
2023년12월27일,1865.52,1581.89,1499.03
2023년12월28일,1864.72,1581.22,1498.23
2023년12월29일,1864.05,1580.53,1497.25
2023년12월30일,1862.62,1579.61,1495.66
2023년12월31일,1862.17,1579.31,1495.21
2024년01월01일,1862.82,1578.54,1493.91
2024년01월02일,1862.40,1577.46,1492.73
2024년01월03일,1861.02,1575.89,1490.43
2024년01월04일,1859.51,1574.52,1488.53
2024년01월05일,1858.96,1573.43,1487.12
2024년01월06일,1856.82,1572.33,1485.60
2024년01월07일,1856.56,1572.02,1484.93
2024년01월08일,1857.02,1571.71,1484.69
2024년01월09일,1855.84,1570.46,1482.92
2024년01월10일,1854.85,1569.02,1481.13
2024년01월11일,1853.08,1567.64,1479.42
2024년01월12일,1851.73,1566.47,1477.97
2024년01월13일,1850.03,1565.39,1476.52
2024년01월14일,1850.05,1565.13,1475.79
2024년01월15일,1850.41,1564.94,1475.69
2024년01월16일,1850.24,1564.38,1474.92
2024년01월17일,1849.68,1563.41,1473.81
2024년01월18일,1849.51,1563.03,1473.13
2024년01월19일,1848.98,1562.66,1472.88
2024년01월20일,1847.45,1562.40,1472.23
2024년01월21일,1847.70,1562.41,1471.83
2024년01월22일,1848.98,1562.78,1472.33
2024년01월23일,1849.34,1563.30,1472.73
2024년01월24일,1849.69,1564.19,1473.44
2024년01월25일,1850.30,1565.87,1474.84
2024년01월26일,1851.02,1567.91,1476.59
2024년01월27일,1851.88,1570.95,1479.00
2024년01월28일,1852.66,1572.19,1479.93
2024년01월29일,1855.41,1575.09,1482.78
2024년01월30일,1859.17,1578.88,1485.69
2024년01월31일,1863.69,1582.27,1488.71
2024년02월01일,1868.35,1586.46,1492.46
2024년02월02일,1869.89,1589.01,1494.65
2024년02월03일,1869.94,1591.03,1496.17
2024년02월04일,1870.61,1592.01,1496.80
2024년02월05일,1873.32,1594.10,1498.80
2024년02월06일,1874.17,1596.46,1501.49
2024년02월07일,1874.35,1598.37,1503.02
2024년02월08일,1875.38,1600.73,1504.95
2024년02월09일,1876.35,1603.53,1507.24
2024년02월10일,1876.29,1604.84,1508.21
2024년02월11일,1875.98,1605.81,1508.97
2024년02월12일,1876.51,1606.65,1509.79
2024년02월13일,1877.78,1608.44,1511.70
2024년02월14일,1880.08,1611.70,1514.78
2024년02월15일,1881.77,1614.90,1517.99
2024년02월16일,1883.33,1618.00,1521.15
2024년02월17일,1885.15,1620.92,1523.81
2024년02월18일,1886.27,1622.32,1524.81
2024년02월19일,1888.85,1625.02,1527.80
2024년02월20일,1890.45,1627.74,1530.36
2024년02월21일,1891.52,1629.43,1531.75
2024년02월22일,1892.59,1630.89,1533.00
2024년02월23일,1895.09,1632.41,1534.43
2024년02월24일,1894.80,1633.29,1535.15
2024년02월25일,1894.98,1633.74,1535.47
2024년02월26일,1896.25,1634.84,1536.69
2024년02월27일,1896.56,1635.57,1537.39
2024년02월28일,1896.84,1636.15,1537.92
2024년02월29일,1897.09,1636.72,1538.27
2024년03월01일,1897.28,1637.44,1538.71
2024년03월02일,1896.23,1637.74,1538.85
2024년03월03일,1896.22,1638.10,1539.03
2024년03월04일,1897.99,1638.95,1540.04
2024년03월05일,1898.33,1639.39,1540.41
2024년03월06일,1898.43,1639.52,1540.52
2024년03월07일,1898.77,1639.47,1540.55
2024년03월08일,1898.25,1639.52,1540.40
2024년03월09일,1896.83,1639.18,1540.00
2024년03월10일,1897.33,1639.26,1539.86
2024년03월11일,1898.36,1639.59,1540.23
2024년03월12일,1898.16,1639.44,1539.94
2024년03월13일,1898.03,1638.99,1539.49
2024년03월14일,1897.44,1638.50,1539.10
2024년03월15일,1896.97,1638.33,1538.84
2024년03월16일,1896.05,1637.92,1538.40
2024년03월17일,1895.73,1637.88,1538.09
2024년03월18일,1896.92,1638.22,1538.60
2024년03월19일,1896.96,1637.78,1537.93
2024년03월20일,1897.35,1638.05,1538.10
2024년03월21일,1897.59,1638.31,1538.15
2024년03월22일,1897.59,1638.66,1538.30
2024년03월23일,1896.24,1638.43,1537.77
2024년03월24일,1896.50,1638.46,1537.60
2024년03월25일,1897.94,1638.97,1538.26
2024년03월26일,1899.24,1639.57,1538.26
2024년03월27일,1899.44,1640.07,1538.43
2024년03월28일,1899.93,1640.44,1538.28
2024년03월29일,1901.68,1641.08,1538.45
2024년03월30일,1901.12,1642.15,1538.70
2024년03월31일,1901.43,1642.77,1538.86
2024년04월01일,1903.87,1644.42,1539.66
2024년04월02일,1904.92,1645.97,1540.12
2024년04월03일,1907.33,1648.70,1540.52
2024년04월04일,1911.05,1652.94,1541.82
2024년04월05일,1916.27,1658.16,1543.91
2024년04월06일,1918.00,1662.55,1545.69
2024년04월07일,1919.18,1665.23,1546.75
2024년04월08일,1922.75,1669.72,1549.48
2024년04월09일,1924.77,1674.74,1552.18
2024년04월10일,1926.32,1677.48,1553.70
2024년04월11일,1927.24,1679.08,1554.39
2024년04월12일,1928.46,1682.28,1556.11
2024년04월13일,1929.76,1685.38,1557.37
2024년04월14일,1930.78,1687.39,1558.27
2024년04월15일,1933.90,1691.52,1560.77
2024년04월16일,1938.80,1695.55,1562.85
2024년04월17일,1942.53,1699.10,1564.39
2024년04월18일,1944.93,1701.69,1565.48
2024년04월19일,1946.96,1704.14,1566.31
2024년04월20일,1948.57,1705.67,1566.46
2024년04월21일,1949.46,1706.47,1566.61
2024년04월22일,1950.18,1707.25,1566.71
2024년04월23일,1950.47,1708.08,1566.58
2024년04월24일,1950.60,1709.56,1566.85
2024년04월25일,1952.42,1710.47,1566.90
2024년04월26일,1953.17,1711.28,1566.87
2024년04월27일,1952.80,1711.59,1566.52
2024년04월28일,1953.09,1711.94,1566.42
2024년04월29일,1954.01,1712.73,1566.79
2024년04월30일,1954.18,1712.97,1566.61
2024년05월01일,1955.16,1713.47,1565.91
2024년05월02일,1955.01,1713.56,1565.53
2024년05월03일,1955.01,1713.39,1564.75
2024년05월04일,1950.70,1712.67,1563.41
2024년05월05일,1950.68,1712.64,1562.77
2024년05월06일,1951.42,1712.71,1562.47
2024년05월07일,1953.20,1712.20,1561.64
2024년05월08일,1951.91,1711.12,1559.69
2024년05월09일,1951.58,1709.94,1557.31
2024년05월10일,1950.46,1708.38,1555.02
2024년05월11일,1946.78,1706.80,1552.59
2024년05월12일,1946.47,1706.13,1551.45
2024년05월13일,1949.24,1704.93,1549.40
2024년05월14일,1948.07,1702.60,1546.05
2024년05월15일,1947.35,1701.02,1543.62
2024년05월16일,1945.82,1699.61,1541.71
2024년05월17일,1944.90,1697.68,1539.03
2024년05월18일,1940.76,1695.33,1535.89
2024년05월19일,1940.47,1694.71,1534.76
2024년05월20일,1943.09,1693.51,1532.88
2024년05월21일,1941.43,1691.17,1529.50
2024년05월22일,1939.89,1688.97,1526.39
2024년05월23일,1938.66,1686.59,1523.07
2024년05월24일,1936.97,1684.41,1520.09
2024년05월25일,1932.97,1682.55,1517.61
2024년05월26일,1932.44,1681.77,1516.36
2024년05월27일,1934.70,1680.48,1514.70
2024년05월28일,1933.26,1678.28,1511.65
2024년05월29일,1931.81,1676.54,1509.36
2024년05월30일,1931.07,1675.12,1507.42
2024년05월31일,1930.14,1673.58,1505.54
2024년06월01일,1926.30,1671.21,1502.62
2024년06월02일,1925.71,1670.58,1501.70
2024년06월03일,1927.49,1669.55,1500.45
2024년06월04일,1925.85,1667.38,1497.91
2024년06월05일,1923.68,1664.71,1495.01
2024년06월06일,1921.09,1662.43,1492.49
2024년06월07일,1920.24,1660.88,1490.85
2024년06월08일,1916.06,1658.98,1488.70
2024년06월09일,1915.26,1658.24,1487.65
2024년06월10일,1917.76,1657.02,1486.14
2024년06월11일,1915.39,1654.69,1483.48
2024년06월12일,1913.20,1652.63,1481.37
2024년06월13일,1912.20,1651.20,1480.16
2024년06월14일,1911.38,1649.93,1479.12
2024년06월15일,1910.63,1649.44,1478.58
2024년06월16일,1910.41,1649.11,1478.02
2024년06월17일,1910.81,1648.75,1477.93
2024년06월18일,1910.80,1648.30,1477.68
2024년06월19일,1912.09,1648.55,1478.00
2024년06월20일,1912.28,1648.89,1478.52
2024년06월21일,1912.31,1649.48,1479.38
2024년06월22일,1911.62,1650.95,1480.94
2024년06월23일,1911.99,1651.44,1481.58
2024년06월24일,1913.61,1653.06,1483.55
2024년06월25일,1914.54,1654.90,1486.02
2024년06월26일,1916.36,1657.26,1488.69
2024년06월27일,1918.44,1660.17,1491.92
2024년06월28일,1920.09,1663.14,1495.18
2024년06월29일,1921.02,1667.38,1499.60
2024년06월30일,1922.99,1670.76,1502.88
2024년07월01일,1928.15,1679.05,1511.73
2024년07월02일,1930.37,1683.42,1516.22
2024년07월03일,1931.56,1686.19,1519.53
2024년07월04일,1944.72,1691.72,1524.84
2024년07월05일,1948.44,1695.76,1528.95
2024년07월06일,1950.78,1699.45,1532.71
2024년07월07일,1952.04,1701.08,1534.33
2024년07월08일,1955.63,1704.71,1538.36
2024년07월09일,1957.44,1707.74,1541.87
2024년07월10일,1958.21,1709.16,1543.44
2024년07월11일,1957.12,1710.10,1544.73
2024년07월12일,1958.01,1710.92,1546.05
2024년07월13일,1956.15,1711.48,1546.79
2024년07월14일,1956.50,1711.93,1547.09
2024년07월15일,1958.78,1713.04,1548.59
2024년07월16일,1959.23,1713.32,1548.83
2024년07월17일,1958.34,1713.46,1549.23
2024년07월18일,1958.19,1713.56,1549.44
2024년07월19일,1959.15,1713.91,1550.02
2024년07월20일,1955.19,1713.64,1549.81
2024년07월21일,1955.05,1713.63,1549.77
2024년07월22일,1958.10,1714.01,1550.54
2024년07월23일,1957.91,1713.90,1550.59
2024년07월24일,1957.41,1713.33,1550.22
2024년07월25일,1956.98,1712.92,1549.97
2024년07월26일,1956.66,1712.45,1549.59
2024년07월27일,1953.10,1711.89,1548.94
2024년07월28일,1953.02,1711.75,1548.81
2024년07월29일,1956.38,1711.52,1549.11
2024년07월30일,1956.42,1711.32,1548.59
2024년07월31일,1956.02,1710.71,1547.88
2024년08월01일,1954.57,1709.90,1547.06
2024년08월02일,1954.50,1709.80,1546.96
2024년08월03일,1950.87,1708.90,1546.08
2024년08월04일,1950.40,1708.66,1545.77
2024년08월05일,1953.27,1708.43,1545.59
2024년08월06일,1952.16,1707.01,1544.30
2024년08월07일,1951.17,1705.17,1542.62
2024년08월08일,1950.01,1703.51,1541.15
2024년08월09일,1948.94,1702.03,1539.69
2024년08월10일,1944.94,1700.22,1537.85
2024년08월11일,1944.79,1699.52,1537.06
2024년08월12일,1946.00,1698.17,1536.02
2024년08월13일,1944.76,1696.48,1534.35
2024년08월14일,1943.97,1695.28,1533.09
2024년08월15일,1943.15,1694.46,1532.19
2024년08월16일,1943.09,1693.88,1531.77
2024년08월17일,1939.98,1692.92,1530.64
2024년08월18일,1939.83,1692.56,1530.03
2024년08월19일,1941.86,1691.89,1529.64
2024년08월20일,1940.82,1689.69,1527.40
2024년08월21일,1939.19,1687.00,1524.55
2024년08월22일,1937.07,1683.62,1521.15
2024년08월23일,1934.45,1680.07,1517.69
2024년08월24일,1930.78,1677.52,1515.24
2024년08월25일,1930.21,1676.60,1514.07
2024년08월26일,1931.49,1674.86,1512.46
2024년08월27일,1929.71,1672.19,1510.15
2024년08월28일,1928.26,1670.50,1508.18
2024년08월29일,1926.61,1668.40,1506.02
2024년08월30일,1924.51,1666.35,1503.83
2024년08월31일,1920.42,1664.38,1501.85
2024년09월01일,1919.60,1663.28,1500.53
2024년09월02일,1921.14,1661.54,1498.88
2024년09월03일,1919.27,1659.18,1496.54
2024년09월04일,1916.61,1656.06,1493.27
2024년09월05일,1913.55,1652.29,1489.49
2024년09월06일,1910.85,1648.95,1486.26
2024년09월07일,1905.58,1645.75,1482.78
2024년09월08일,1904.37,1644.44,1481.37
2024년09월09일,1904.65,1641.48,1478.58
2024년09월10일,1901.31,1636.82,1473.95
2024년09월11일,1897.72,1631.27,1468.18
2024년09월12일,1894.59,1626.47,1463.45
2024년09월13일,1891.73,1622.46,1459.38
2024년09월14일,1887.45,1618.98,1455.65
2024년09월15일,1888.26,1617.72,1454.06
2024년09월16일,1887.85,1616.39,1452.92
2024년09월17일,1887.61,1615.30,1451.71
2024년09월18일,1887.00,1614.27,1450.25
2024년09월19일,1886.90,1611.76,1447.78
2024년09월20일,1883.96,1608.25,1444.03
2024년09월21일,1879.53,1606.02,1441.64
2024년09월22일,1878.55,1604.98,1440.22
2024년09월23일,1879.82,1602.88,1438.19
2024년09월24일,1876.52,1600.13,1435.06
2024년09월25일,1875.17,1597.91,1432.49
2024년09월26일,1873.58,1595.91,1429.96
2024년09월27일,1871.84,1593.90,1427.87
2024년09월28일,1866.43,1591.38,1425.01
2024년09월29일,1865.90,1590.60,1423.72
2024년09월30일,1865.98,1589.60,1423.10
2024년10월01일,1864.45,1587.24,1419.81
2024년10월02일,1864.91,1585.87,1418.28
2024년10월03일,1863.68,1584.75,1416.74
2024년10월04일,1863.01,1584.19,1416.23
2024년10월05일,1860.08,1583.90,1415.44
2024년10월06일,1859.90,1583.75,1415.12
2024년10월07일,1861.98,1584.15,1415.63
2024년10월08일,1862.50,1585.44,1416.55
2024년10월09일,1863.43,1586.52,1417.49
2024년10월10일,1863.65,1587.36,1418.08
2024년10월11일,1863.76,1588.27,1418.91
2024년10월12일,1860.85,1588.80,1419.49
2024년10월13일,1860.94,1589.69,1419.74
2024년10월14일,1864.68,1591.36,1421.39
2024년10월15일,1865.66,1592.27,1422.05
2024년10월16일,1865.49,1592.29,1422.16
2024년10월17일,1866.27,1592.35,1422.04
2024년10월18일,1866.16,1592.28,1421.97
2024년10월19일,1863.00,1591.96,1421.58
2024년10월20일,1862.82,1592.00,1421.48
2024년10월21일,1866.97,1592.82,1422.31
2024년10월22일,1866.82,1592.90,1422.06
2024년10월23일,1867.22,1593.43,1422.51
2024년10월24일,1866.14,1594.15,1423.19
2024년10월25일,1866.81,1595.75,1424.77
2024년10월26일,1865.95,1597.45,1426.19
2024년10월27일,1866.72,1598.18,1426.59
2024년10월28일,1869.93,1599.57,1428.15
2024년10월29일,1870.72,1600.38,1428.85
2024년10월30일,1871.73,1601.02,1429.67
2024년10월31일,1872.30,1601.58,1430.27
2024년11월01일,1877.66,1605.74,1434.33
2024년11월02일,1875.79,1607.55,1436.05
2024년11월03일,1876.02,1608.57,1436.75
2024년11월04일,1880.53,1610.41,1438.87
2024년11월05일,1880.89,1612.75,1441.11
2024년11월06일,1883.85,1615.96,1444.48
2024년11월07일,1884.81,1618.77,1447.57
2024년11월08일,1887.30,1621.59,1450.91
2024년11월09일,1885.58,1624.42,1454.17
2024년11월10일,1886.11,1625.43,1455.00
2024년11월11일,1890.00,1627.94,1457.93
2024년11월12일,1890.85,1629.52,1459.68
2024년11월13일,1891.63,1630.95,1461.83
2024년11월14일,1891.49,1631.71,1463.17
2024년11월15일,1891.93,1632.40,1464.58
2024년11월16일,1889.21,1632.44,1464.99
2024년11월17일,1889.04,1632.54,1465.01
2024년11월18일,1892.34,1633.54,1466.88
2024년11월19일,1892.76,1633.97,1467.64
2024년11월20일,1892.77,1634.50,1468.78
2024년11월21일,1892.42,1635.03,1470.07
2024년11월22일,1892.80,1635.78,1471.51
2024년11월23일,1889.76,1636.06,1472.42
2024년11월24일,1889.91,1636.51,1472.80
2024년11월25일,1893.60,1637.70,1474.66
2024년11월26일,1893.87,1638.57,1476.03
2024년11월27일,1894.14,1639.05,1477.29
2024년11월28일,1894.50,1639.50,1478.28
2024년11월29일,1895.54,1640.00,1479.13
2024년11월30일,1893.01,1640.07,1479.48
2024년12월01일,1893.21,1640.39,1479.82
2024년12월02일,1896.49,1641.41,1481.47
2024년12월03일,1896.76,1641.84,1482.06
2024년12월04일,1897.33,1642.55,1483.46
2024년12월05일,1897.46,1643.23,1484.70
2024년12월06일,1898.00,1644.11,1486.16
2024년12월07일,1896.38,1644.43,1486.59
2024년12월08일,1896.41,1644.51,1486.77
2024년12월09일,1898.65,1645.36,1488.08
2024년12월10일,1899.59,1646.21,1489.16
2024년12월11일,1899.65,1646.87,1490.24
2024년12월12일,1899.94,1647.92,1491.56
2024년12월13일,1900.21,1648.96,1492.81
2024년12월14일,1898.11,1649.50,1493.59
2024년12월15일,1898.47,1650.18,1494.04
2024년12월16일,1901.46,1651.81,1496.06
2024년12월17일,1902.29,1653.23,1497.60
2024년12월18일,1902.67,1654.68,1499.25
2024년12월19일,1903.26,1656.12,1500.66
2024년12월20일,1904.62,1657.79,1502.57
2024년12월21일,1902.21,1658.73,1503.33
